term	valence	arousal	dominance
old town	-0.034	-0.302	-0.242
old woman	-0.344	-0.344	-0.310
old world	-0.130	-0.378	-0.206
olive branch	0.104	-0.254	0.100
olive garden	0.444	-0.194	0.178
olive green	0.214	-0.220	0.000
olive oil	0.344	-0.246	-0.034
on about	-0.112	-0.080	-0.100
on acid	-0.620	0.368	-0.250
on air	-0.130	-0.196	0.072
on average	-0.032	-0.314	-0.112
on bail	-0.310	-0.046	-0.260
on board	0.192	-0.070	-0.034
on business	0.172	0.032	0.260
on call	-0.100	0.140	0.200
on camera	0.034	0.086	0.066
on campus	0.032	0.066	0.022
on course	0.440	-0.140	0.066
on cue	-0.064	0.000	-0.250
on deck	-0.218	-0.012	-0.172
on demand	0.000	0.060	0.214
on drugs	-0.566	0.236	-0.566
on duty	0.134	0.066	0.148
on earth	0.206	-0.080	-0.034
on edge	-0.310	0.182	-0.266
on end	-0.448	-0.256	-0.380
on file	-0.096	-0.190	-0.036
on fire	-0.208	0.156	0.000
on foot	0.134	-0.204	0.100
on guard	-0.406	0.216	0.036
on hand	0.218	-0.136	0.104
on high	0.354	0.376	0.194
on hold	-0.108	-0.328	-0.206
on horseback	-0.066	0.270	0.072
on ice	-0.194	-0.232	-0.308
on it	-0.064	0.016	-0.172
on leave	0.000	-0.324	-0.242
on line	0.034	-0.204	0.066
on loan	0.034	-0.232	-0.206
on message	0.344	-0.106	0.032
on occasion	0.500	-0.098	0.344
on paper	-0.096	-0.218	-0.032
on parade	0.076	0.196	0.134
on parole	-0.038	-0.050	-0.108
on probation	-0.434	-0.152	-0.100
on purpose	0.096	-0.180	0.500
on sale	0.428	0.194	-0.282
on schedule	0.428	-0.078	0.344
on side	-0.242	-0.098	-0.250
on sight	-0.112	-0.166	0.108
on special	0.500	-0.088	0.108
on standby	-0.032	0.046	-0.276
on steroids	-0.380	0.296	-0.192
on tap	0.000	-0.094	-0.028
on tape	-0.250	-0.078	-0.258
on target	0.124	0.270	0.452
on time	0.194	-0.254	0.034
on to	-0.016	-0.276	-0.130
on top	0.000	-0.062	0.096
on tour	0.234	-0.048	-0.130
on track	0.134	-0.016	0.000
on trend	0.384	0.032	-0.204
on trial	-0.072	-0.016	-0.134
on vacation	0.646	-0.210	0.100
on wheels	0.076	0.162	0.034
once again	-0.134	0.016	-0.130
once more	0.142	0.044	0.200
oncoming traffic	-0.296	0.112	0.068
one another	0.266	-0.190	-0.142
one bit	-0.188	-0.136	-0.276
one day	0.260	-0.292	-0.034
one down	-0.536	-0.154	-0.376
one half	-0.094	-0.102	-0.242
one helluva	0.032	0.104	0.178
one hundred	0.448	-0.102	0.290
one percent	-0.290	-0.172	0.048
one quarter	-0.310	-0.202	0.034
one shot	-0.358	0.114	0.068
one side	-0.300	-0.160	-0.108
one sided	-0.366	-0.132	-0.160
one third	0.068	-0.196	-0.112
one thousand	0.134	0.064	0.066
one time	-0.032	-0.260	0.156
one up	-0.162	-0.238	-0.138
one way	-0.108	-0.136	0.148
one's self	0.214	-0.076	0.066
onion rings	0.188	-0.238	-0.100
onion soup	-0.068	-0.228	-0.188
online banking	0.138	0.168	0.206
online dating	-0.130	0.032	0.162
only child	0.094	-0.288	-0.096
only children	0.290	-0.074	0.000
only if	-0.064	-0.366	-0.276
only son	0.106	-0.296	0.000
only when	0.000	-0.160	-0.100
onto something	0.036	-0.070	-0.132
oodles of	0.346	0.030	-0.166
open air	0.448	0.124	0.096
open bar	-0.154	0.048	0.108
open book	0.242	-0.170	0.276
open door	0.250	0.046	0.222
open doors	0.448	0.060	0.244
open ended	0.266	-0.156	-0.130
open enrollment	0.322	-0.146	0.162
open fire	-0.358	0.338	0.034
open for	0.406	-0.136	0.100
open house	0.064	0.016	0.300
open invitation	0.492	-0.044	0.200
open letter	0.282	-0.126	0.072
open market	0.258	0.244	0.242
open mic	-0.064	0.216	0.064
open mind	0.580	0.032	0.518
open question	-0.188	-0.060	0.000
open season	0.534	-0.154	0.206
open source	0.234	-0.102	0.194
open space	0.258	-0.128	0.214
open to	0.194	-0.068	0.000
open up	0.366	0.048	0.166
open water	0.260	0.118	0.032
opening line	0.434	0.060	0.200
opening night	0.380	0.200	0.130
opening sequence	0.286	0.200	0.322
opening up	0.334	0.118	0.074
opera house	0.312	-0.150	0.322
operate on	0.366	0.124	0.296
operating costs	-0.478	0.106	0.300
operating room	0.074	0.232	0.448
operating system	0.172	0.276	0.658
opportunity cost	-0.074	0.212	0.310
opposed to	-0.322	0.032	-0.036
opposite sex	-0.300	0.178	-0.108
opposition party	0.080	0.250	0.380
opt for	0.038	-0.062	0.034
opt in	0.096	-0.076	-0.172
opt out	-0.322	-0.132	-0.434
optical illusion	-0.068	0.124	-0.322
or anything	0.032	-0.134	-0.250
or else	-0.406	-0.196	-0.452
or otherwise	-0.226	-0.338	-0.214
or so	-0.334	-0.346	-0.250
or somebody	-0.214	-0.140	-0.370
or something	-0.200	-0.050	-0.250
or somewhere	-0.104	-0.192	-0.076
or two	-0.166	-0.138	-0.206
or what	-0.060	-0.196	-0.448
or whatever	-0.234	-0.120	-0.500
oral history	0.218	0.000	-0.026
oral sex	-0.414	0.500	-0.100
orange bowl	0.134	-0.096	-0.074
orange chicken	0.182	-0.118	-0.170
orange county	-0.172	0.096	0.074
orange juice	0.438	-0.314	-0.110
orange soda	0.034	-0.048	-0.200
order in	0.266	-0.162	0.112
order out	-0.130	-0.030	-0.552
order up	-0.034	0.120	0.234
organ donor	0.250	0.050	-0.036
organic chemistry	0.034	0.282	0.072
organic food	0.538	-0.162	0.258
organic growth	0.704	0.120	0.250
organized crime	-0.666	0.260	-0.194
organized religion	0.064	0.126	0.282
original sin	-0.344	0.078	-0.134
other half	0.000	-0.066	-0.098
other side	-0.200	-0.152	-0.100
other than	-0.134	-0.258	-0.260
other woman	-0.380	-0.132	-0.038
ought to	-0.034	-0.216	-0.290
ouija board	-0.548	-0.032	-0.194
our father	0.388	-0.132	0.288
our lady	0.124	-0.158	0.258
our lord	0.334	-0.110	0.370
out cold	-0.388	-0.284	-0.452
out front	-0.226	-0.122	-0.124
out in	-0.516	-0.306	-0.286
out loud	-0.388	0.012	-0.288
out of	-0.314	-0.192	-0.334
out there	-0.366	-0.090	-0.428
out to	-0.400	-0.170	-0.434
outdoor game	0.344	0.322	0.130
outer space	0.124	-0.058	0.368
outlet mall	-0.192	-0.016	-0.066
outside of	-0.234	0.038	-0.250
outside world	0.096	-0.046	-0.032
outta sight	0.212	-0.090	-0.134
oval office	-0.214	-0.044	0.000
over again	-0.162	0.262	0.072
over easy	0.138	-0.194	0.138
over here	0.268	-0.230	-0.334
over priced	-0.500	0.170	-0.270
over there	0.018	-0.064	-0.266
over time	0.194	0.016	-0.206
over with	-0.258	-0.134	-0.080
overdo it	-0.166	0.222	0.064
owe to	-0.200	-0.246	0.130
owing to	-0.148	-0.016	-0.032
own brand	0.448	-0.184	0.366
own goal	0.134	-0.046	0.306
own medicine	0.172	-0.102	0.296
own up	-0.038	-0.050	0.340
oxford comma	0.000	-0.180	0.000
oxygen mask	0.062	0.098	0.156
oxygen tank	0.186	0.204	0.358
oy vey	-0.518	-0.068	-0.096
ozone layer	-0.100	0.036	0.194
pacific ocean	0.116	-0.124	0.206
pacific rim	0.034	0.190	0.000
pacific time	0.032	0.014	0.138
pack in	-0.130	-0.194	0.038
pack on	-0.260	-0.028	0.104
pack up	-0.068	0.030	-0.074
package deal	0.178	-0.102	0.300
packed up	-0.138	-0.032	-0.172
pad thai	0.096	-0.098	-0.036
paddle boat	0.326	-0.254	-0.170
paid out	0.130	-0.202	-0.108
paid up	0.334	-0.246	0.366
paid vacation	0.358	0.140	0.300
pair up	0.072	0.030	0.272
pajama pants	0.266	-0.220	-0.104
pale ale	-0.034	-0.218	-0.094
palm beach	0.380	0.000	0.130
palm oil	-0.142	-0.308	-0.124
palm springs	0.400	-0.138	0.040
palm sunday	0.226	-0.214	0.096
palm tree	0.258	-0.366	0.142
pan out	-0.312	-0.146	-0.096
pander to	-0.096	-0.066	-0.192
pandora's box	-0.068	0.096	-0.148
panel discussion	0.034	0.098	0.096
panic attack	-0.758	0.476	-0.500
panic button	-0.700	0.444	-0.428
panic buying	-0.414	0.322	-0.366
panic selling	-0.482	0.400	-0.444
pants down	-0.354	0.094	-0.310
pap smear	-0.258	0.108	-0.120
paper bag	0.162	-0.546	-0.154
paper clip	0.000	-0.278	0.032
paper money	0.100	-0.100	-0.032
paper route	-0.034	-0.016	-0.034
paper thin	-0.258	-0.136	-0.034
paper towel	0.066	-0.356	-0.234
paper towels	0.000	-0.142	-0.046
paper trail	-0.104	-0.016	-0.112
paper work	0.222	-0.072	-0.100
paradigm shift	0.138	0.384	0.000
parallel park	0.108	0.030	0.200
parallel parking	-0.206	-0.288	0.104
pardon me	-0.100	-0.078	-0.334
parent company	0.166	0.000	0.310
parental leave	0.112	0.044	0.038
park avenue	0.134	-0.192	0.036
park bench	0.034	-0.262	0.180
parking garage	-0.260	-0.028	-0.108
parking lot	0.046	-0.236	-0.134
parking space	0.392	0.000	0.104
parking spot	0.282	-0.078	0.134
parking ticket	-0.156	0.070	0.100
parmesan cheese	0.166	-0.174	0.120
part of	-0.260	-0.218	-0.214
part time	0.034	-0.334	-0.188
part way	0.000	-0.080	0.000
part ways	0.096	0.000	0.000
part with	-0.266	-0.190	-0.148
partake in	-0.062	0.032	0.200
partial to	0.250	-0.064	-0.038
participate in	0.520	0.124	0.380
partly cloudy	-0.162	-0.080	0.066
partner up	0.250	0.136	0.300
party down	0.000	0.288	-0.354
party girl	0.162	0.070	0.100
party line	-0.038	0.046	0.234
party member	0.242	0.058	0.270
party politics	-0.258	0.206	0.572
party pooper	-0.406	0.152	-0.176
party to	0.300	0.298	0.210
pass along	0.072	0.000	-0.142
pass around	0.162	0.016	-0.104
pass as	0.148	-0.196	-0.134
pass away	-0.392	-0.170	-0.226
pass by	-0.172	-0.112	-0.296
pass down	-0.094	-0.106	-0.166
pass for	0.066	-0.114	0.072
pass in	0.366	-0.176	-0.066
pass off	-0.266	-0.090	-0.154
pass on	0.138	-0.112	-0.034
pass out	-0.276	-0.094	-0.250
pass over	0.158	-0.246	-0.172
pass through	0.104	0.082	0.166
pass to	0.310	-0.074	-0.100
pass up	0.032	-0.084	-0.036
passenger seat	0.180	-0.016	0.216
passing away	-0.536	0.060	-0.142
passing game	-0.062	0.206	0.000
passing lane	0.000	-0.148	0.112
passion fruit	0.500	-0.136	-0.134
passive voice	0.000	-0.254	-0.170
past decade	-0.302	-0.182	-0.130
past experience	0.206	0.136	0.234
past it	-0.200	-0.260	-0.276
past month	-0.064	-0.212	-0.148
past summer	-0.038	-0.186	0.192
past tense	-0.286	-0.262	-0.066
past week	-0.064	-0.204	0.028
past weekend	0.064	-0.032	0.032
past year	0.104	-0.164	-0.194
pasta salad	0.066	-0.240	-0.066
pasta sauce	0.166	-0.042	-0.032
paternity leave	0.380	0.000	-0.214
patio furniture	0.226	-0.196	0.000
patron saint	0.130	0.000	0.200
pattern on	0.344	0.012	-0.162
pause button	-0.250	-0.430	-0.448
pawn shop	-0.258	-0.078	-0.206
pay attention	0.300	0.500	0.194
pay back	-0.586	-0.082	0.182
pay cash	0.036	0.032	0.392
pay cheque	0.234	0.146	0.214
pay cut	-0.444	-0.124	-0.376
pay day	0.500	-0.116	0.096
pay dividends	0.000	0.152	0.266
pay down	-0.484	-0.134	-0.134
pay for	0.000	-0.244	0.100
pay homage	0.178	-0.160	0.178
pay in	0.064	-0.108	-0.100
pay into	-0.108	-0.036	0.096
pay off	0.172	-0.066	-0.276
pay out	-0.388	-0.044	0.064
pay phone	-0.142	0.076	-0.048
pay raise	0.580	0.144	0.206
pay rate	0.172	-0.068	-0.134
pay rise	0.344	0.044	0.200
pay tribute	0.388	0.302	0.094
pay up	0.172	0.288	0.340
paying attention	0.710	0.474	0.300
paying back	-0.026	0.138	-0.162
pea soup	-0.436	-0.518	-0.206
peace out	0.112	-0.304	-0.200
peace sign	0.556	-0.262	-0.124
peanut butter	-0.138	-0.304	-0.312
peanut gallery	-0.034	-0.064	-0.178
pearl necklace	0.556	0.112	0.226
pearly gates	0.258	-0.110	-0.096
pecan pie	0.300	-0.084	-0.200
pecking order	-0.148	0.116	0.266
peel off	-0.518	-0.046	-0.384
peer pressure	-0.608	0.224	-0.482
peer review	0.034	-0.188	0.086
peer reviewed	0.138	-0.086	-0.148
pelvic floor	-0.234	-0.086	-0.068
pen in	-0.062	-0.106	-0.354
pen name	-0.108	-0.108	-0.282
pen pal	0.242	0.000	0.128
penalty box	-0.580	0.242	-0.166
penalty kick	-0.420	0.276	-0.108
penalty kill	-0.876	0.290	-0.234
penalty shootout	-0.276	0.454	0.000
penalty shot	-0.322	0.098	-0.108
pencil in	-0.068	-0.134	0.072
penny stock	-0.290	-0.032	-0.242
pension fund	0.408	-0.226	0.096
pension plan	0.334	-0.124	0.108
pent up	-0.166	-0.112	0.000
people person	0.500	0.030	0.200
people pleaser	-0.094	0.148	0.172
people skills	0.464	0.358	0.258
pep rally	0.366	0.320	0.034
pep talk	0.000	0.164	-0.074
pepper spray	-0.428	0.476	0.104
peppermint oil	0.600	0.132	-0.108
pepperoni pizza	0.222	-0.188	0.098
per capita	-0.134	-0.228	-0.142
per cent	-0.276	-0.246	0.068
per diem	0.076	-0.266	-0.300
per se	-0.452	-0.216	-0.226
per year	0.250	-0.078	0.034
perfect game	0.812	0.094	0.242
perfect pitch	0.414	0.064	0.310
perfect storm	-0.166	0.246	0.194
performance art	0.704	0.272	0.234
performance review	0.234	0.262	0.214
performing arts	0.586	0.080	0.242
period piece	-0.138	-0.030	-0.068
periodic table	0.138	0.028	0.166
peripheral vision	-0.100	-0.110	0.222
permanent resident	0.466	-0.140	0.434
perp walk	-0.600	0.096	-0.038
persist in	-0.166	0.084	-0.186
personal assistant	0.600	0.142	0.300
personal best	0.634	0.196	0.538
personal business	0.124	0.246	0.424
personal care	0.608	-0.124	0.290
personal data	0.188	-0.172	0.310
personal day	0.592	-0.372	0.100
personal foul	-0.516	0.126	0.038
personal income	0.414	0.200	0.500
personal injury	-0.794	0.446	-0.188
personal life	0.276	-0.046	0.300
personal property	0.214	-0.060	0.166
personal relationship	0.466	0.028	0.656
personal space	0.366	-0.250	-0.094
personal trainer	0.250	0.264	0.484
personality disorder	-0.656	0.378	-0.344
personality test	0.138	0.220	0.424
pertain to	-0.032	-0.146	-0.134
pertaining to	-0.130	-0.140	-0.124
pet food	0.264	-0.200	0.094
pet name	0.214	-0.234	-0.178
pet peeve	-0.408	0.030	-0.344
pet shop	0.434	-0.102	0.104
pet store	0.234	-0.032	0.076
petri dish	-0.354	-0.110	0.094
petting zoo	0.172	-0.118	-0.380
pharmaceutical company	0.034	0.132	0.300
phase in	-0.032	0.108	-0.392
phase me	-0.266	0.000	-0.104
phase out	-0.758	-0.202	-0.286
phone back	-0.200	-0.082	-0.138
phone bill	-0.108	-0.194	-0.242
phone book	0.066	-0.500	0.000
phone booth	0.000	-0.146	-0.034
phone call	0.156	-0.030	-0.166
phone company	0.178	0.132	0.038
phone in	0.414	0.098	-0.022
phone line	-0.188	-0.150	0.036
phone number	0.000	-0.122	0.000
phone service	0.366	0.142	0.226
phone sex	-0.536	0.988	-0.296
phone system	0.250	-0.034	0.130
phone up	0.034	-0.066	0.094
photo album	0.468	-0.404	-0.034
photo booth	0.276	-0.060	0.224
photo op	-0.158	-0.326	-0.036
photo shoot	0.704	0.112	0.134
photo shop	-0.022	-0.016	0.000
physical appearance	0.206	0.236	0.222
physical body	0.276	-0.034	0.296
physical fitness	0.846	0.254	0.380
physical therapy	0.064	0.204	0.290
pick apart	-0.438	0.122	-0.038
pick at	-0.270	-0.046	-0.154
pick of	-0.218	-0.106	0.020
pick off	-0.212	0.276	-0.142
pick on	-0.218	-0.028	0.222
pick out	-0.096	-0.046	-0.178
pick up	0.310	0.000	0.130
picked up	0.074	0.048	0.034
picket line	-0.206	0.212	0.172
pickle juice	0.066	-0.112	-0.058
pickup line	0.000	0.150	0.138
pickup truck	0.130	0.164	0.194
picky eater	-0.104	0.202	-0.206
picnic table	0.134	0.058	0.032
picture book	0.200	-0.156	-0.032
picture frame	0.218	-0.194	0.196
picture show	0.466	0.046	0.148
pie chart	-0.108	-0.112	-0.074
pie crust	-0.034	-0.328	-0.234
pie hole	-0.226	-0.196	-0.172
piece together	0.100	0.090	0.206
pied piper	-0.510	-0.028	-0.194
piggy bank	0.034	-0.282	-0.036
pile in	-0.188	-0.032	-0.134
pile on	-0.370	-0.044	-0.256
pile up	-0.172	-0.084	0.038
pillow fight	-0.194	0.094	-0.250
pillow talk	0.034	-0.098	-0.112
pilot program	0.276	0.378	0.250
pilot project	0.334	0.328	0.464
pin down	-0.286	0.036	-0.178
pin on	-0.282	-0.230	-0.200
pina colada	0.130	0.030	-0.066
pinch hit	-0.300	0.230	-0.234
pine tar	-0.270	-0.032	-0.052
pineapple juice	0.142	-0.278	0.194
ping pong	0.226	0.058	-0.066
pink slip	-0.188	-0.156	-0.400
pinky finger	-0.066	-0.132	0.000
pinky toe	-0.062	-0.310	-0.250
pinot grigio	0.074	0.030	0.000
pinot noir	0.032	-0.166	-0.076
pipe down	-0.322	-0.196	-0.206
pipe dream	-0.162	0.018	-0.068
pipe in	-0.258	-0.102	-0.194
piping hot	0.066	0.314	-0.266
pirate ship	0.194	0.334	0.344
piss off	-0.828	0.200	-0.264
pissed off	-0.646	0.976	-0.066
pissing contest	-0.380	0.290	-0.136
pit bull	-0.276	0.184	-0.032
pit stop	-0.400	-0.062	-0.334
pitch black	-0.562	0.124	-0.194
pitch for	0.018	0.156	-0.200
pitch in	-0.032	0.044	0.000
pizza crust	0.104	-0.134	0.000
pizza dough	0.258	-0.342	0.034
pizza hut	0.194	-0.058	0.104
pizza oven	0.448	-0.096	-0.034
pizza place	0.358	-0.080	-0.104
pizza shop	0.104	-0.134	-0.038
pizza topping	0.380	-0.054	0.000
place order	0.242	-0.030	0.178
placebo effect	0.034	0.082	-0.100
plain english	0.162	-0.154	-0.034
plain text	0.064	-0.452	-0.242
plan ahead	0.322	-0.030	0.276
plan on	0.344	0.034	0.434
plan out	0.100	0.102	-0.414
plane crash	-1.000	0.276	-0.224
plane ticket	0.444	0.032	0.344
planned parenthood	0.234	0.146	0.172
plastic bag	-0.656	-0.254	-0.038
plastic surgeon	0.100	0.346	0.034
plastic surgery	-0.260	0.360	0.172
plastic wrap	-0.034	-0.322	-0.214
platinum blonde	0.322	-0.154	0.310
play about	0.380	-0.016	-0.130
play along	0.042	0.000	-0.156
play around	0.322	0.156	0.000
play at	0.400	0.106	0.148
play back	0.172	0.014	-0.142
play ball	0.434	0.062	0.034
play baseball	0.634	0.230	0.172
play cards	0.172	0.090	0.254
play date	0.400	-0.248	-0.162
play dead	-0.666	-0.954	-0.466
play dirty	-0.452	0.354	-0.030
play down	-0.162	-0.142	-0.162
play dumb	-0.218	-0.096	-0.322
play fair	0.552	-0.102	0.120
play football	0.482	0.328	0.068
play for	0.322	0.090	0.234
play games	-0.036	0.050	0.124
play hardball	0.000	0.466	0.200
play in	0.388	0.216	0.182
play into	0.064	0.070	0.180
play list	0.234	0.000	0.166
play music	0.484	0.130	0.188
play off	0.100	-0.044	-0.334
play on	0.500	0.068	0.400
play out	-0.250	0.032	-0.130
play tennis	0.380	0.246	0.308
play to	0.366	0.034	0.148
play up	0.104	-0.202	0.250
play with	0.182	0.110	0.142
played out	-0.034	0.110	-0.214
playing cards	0.322	0.096	0.322
playing field	0.194	0.240	0.428
playoff game	0.130	0.014	0.104
plead guilty	-0.600	0.132	-0.162
pleasantly surprised	0.598	0.084	0.162
please with	0.366	0.000	0.032
pleased with	0.484	0.020	0.142
plenty of	0.200	-0.124	0.186
plot line	-0.172	-0.190	-0.064
plot twist	-0.130	0.280	-0.032
plug for	0.032	-0.068	-0.066
plug in	0.194	-0.088	-0.038
plug into	-0.392	0.180	-0.066
plus size	0.066	0.046	0.000
po box	-0.166	-0.132	-0.206
pocket knife	-0.344	0.216	-0.414
pocket money	0.358	-0.078	-0.322
poetic justice	0.344	0.250	0.250
point after	0.034	0.000	0.000
point at	-0.104	-0.124	0.108
point blank	-0.178	0.048	-0.034
point break	-0.260	-0.100	0.072
point guard	0.322	0.310	0.466
point man	0.068	-0.068	0.322
point out	-0.034	-0.098	-0.194
point spread	0.104	0.046	0.100
point system	-0.214	-0.094	0.344
point taken	0.162	-0.130	0.148
point to	0.186	-0.124	0.000
poison ivy	-0.500	0.114	-0.572
poke around	-0.072	0.090	-0.172
poke at	-0.444	0.194	-0.068
poke fun	-0.258	0.104	0.112
poker face	-0.538	0.058	-0.034
poker game	-0.066	0.092	-0.166
polar bear	0.276	0.084	-0.134
pole dancing	0.188	0.334	-0.108
pole vault	-0.096	0.122	0.000
police academy	0.250	0.350	0.538
police car	-0.072	0.228	0.270
police chief	0.068	0.260	0.322
police department	0.194	0.098	0.354
police force	-0.178	0.428	0.636
police investigation	-0.162	0.500	0.468
police officer	-0.083	0.562	0.592
police state	-0.466	0.482	0.242
police station	-0.142	0.422	0.056
police work	0.062	0.394	0.194
policy change	0.034	0.124	0.000
political campaign	0.082	0.562	0.534
political correctness	0.108	0.432	0.308
political economy	-0.138	0.394	0.624
political hack	-0.300	0.338	0.214
political leader	0.068	0.254	0.452
political movement	0.130	0.386	0.358
political party	0.000	0.196	0.740
political science	0.260	0.050	0.434
political system	-0.388	0.298	0.464
politically correct	0.358	0.130	0.172
politically incorrect	-0.608	0.050	0.000
polka dot	-0.034	-0.246	-0.282
pollen count	-0.074	0.016	-0.108
polling place	-0.034	0.208	0.222
polling station	-0.066	0.314	0.134
pony tail	-0.038	-0.426	-0.052
pony up	-0.104	0.032	-0.386
ponzi scheme	-0.566	0.324	0.038
pool table	0.156	-0.250	-0.138
poor boy	-0.666	-0.406	-0.770
poor children	-0.448	-0.302	-0.434
poor countries	-0.264	-0.142	-0.600
poor health	-0.806	-0.014	-0.656
poor man	-0.690	-0.114	-0.516
poor people	-0.838	-0.140	-0.448
poor performance	-0.888	-0.046	-0.292
poor person	-0.758	-0.094	-0.646
poor quality	-0.822	-0.410	-0.534
poor service	-0.734	-0.170	-0.572
poor thing	-0.406	-0.274	-0.712
poor women	-0.690	-0.134	-0.774
pop culture	0.000	0.274	-0.028
pop in	0.000	0.016	0.000
pop music	0.300	0.114	0.000
pop off	-0.032	0.072	-0.226
pop on	0.032	0.016	0.000
pop out	-0.200	0.064	-0.200
pop over	-0.156	0.298	-0.138
pop quiz	0.088	0.030	-0.036
pop star	0.538	0.326	0.444
pop up	-0.206	0.068	0.000
popular culture	0.518	0.234	0.258
popular music	0.500	0.102	0.166
popular opinion	0.032	0.218	0.344
popular vote	0.388	0.190	0.534
popularity contest	0.138	0.404	0.576
population density	0.000	0.018	0.194
population growth	-0.122	0.508	0.518
por favor	-0.064	-0.140	-0.200
pork belly	-0.226	-0.200	-0.148
pork chop	-0.220	-0.080	-0.226
pork chops	-0.066	0.064	-0.172
porn star	-0.400	0.200	-0.032
pose as	-0.124	-0.064	-0.036
positive feedback	0.830	0.186	0.678
post game	0.192	0.200	-0.178
post it	0.112	-0.134	0.106
post office	0.142	-0.046	0.064
post partum	-0.354	-0.034	-0.172
post up	0.000	-0.198	-0.282
postal code	0.066	-0.148	0.308
postal service	-0.068	0.156	-0.040
poster boy	0.200	0.078	0.240
poster child	0.108	0.016	0.104
postpartum depression	-0.700	0.122	-0.214
