term	dominance
castor oil	-0.096
care home	-0.096
second chance	-0.096
some place	-0.096
having sex	-0.096
sit in	-0.096
curly hair	-0.096
figure out	-0.096
shaving cream	-0.096
northern lights	-0.096
click through	-0.096
hair braided	-0.096
in hand	-0.096
compliment on	-0.096
oy vey	-0.096
checkout line	-0.096
hand on	-0.096
pan out	-0.096
dining table	-0.096
kung fu	-0.096
tired of	-0.096
of note	-0.096
down pat	-0.096
as such	-0.096
the underground	-0.096
to come	-0.096
jam session	-0.096
take calls	-0.096
financial aid	-0.096
in cahoots	-0.096
sneak in	-0.098
faith in	-0.098
locker room	-0.098
bronze medal	-0.098
light into	-0.098
other half	-0.098
old days	-0.098
oral sex	-0.100
long ago	-0.100
summer school	-0.100
pay in	-0.100
put down	-0.100
slave owner	-0.100
make noise	-0.100
talk back	-0.100
writ large	-0.100
damn it	-0.100
name up	-0.100
on probation	-0.100
shaken up	-0.100
gay community	-0.100
such a	-0.100
the devil	-0.100
bon voyage	-0.100
long pants	-0.100
gene therapy	-0.100
trash collector	-0.100
water bottle	-0.100
hang up	-0.100
car keys	-0.100
carry over	-0.100
paper work	-0.100
trash bin	-0.100
a handful	-0.100
cow milk	-0.100
track meet	-0.100
the same	-0.100
tell on	-0.100
screen door	-0.100
other side	-0.100
ring out	-0.100
running away	-0.100
hard left	-0.100
pass to	-0.100
move away	-0.100
middle age	-0.100
mingle with	-0.100
far side	-0.100
all clear	-0.100
go against	-0.100
false statements	-0.100
screwed up	-0.100
argue with	-0.100
wade through	-0.100
like cats	-0.100
bode well	-0.100
drive out	-0.100
on about	-0.100
snooze button	-0.100
civic center	-0.100
sign up	-0.100
offensive line	-0.100
excuse for	-0.100
chicken wing	-0.100
recycling bin	-0.100
only when	-0.100
nine times	-0.100
gravy train	-0.100
mixed drink	-0.100
egg roll	-0.100
first down	-0.100
crystal meth	-0.100
tennis ball	-0.100
estate tax	-0.100
onion rings	-0.100
fairy tale	-0.100
tax cut	-0.100
buy order	-0.100
going away	-0.100
house floor	-0.100
all wet	-0.100
beyond belief	-0.100
take turns	-0.100
shoot for	-0.100
blue suit	-0.100
pumpkin pie	-0.100
crank up	-0.100
ice storm	-0.100
bag up	-0.100
car window	-0.100
placebo effect	-0.100
junk food	-0.100
tarot card	-0.100
first love	-0.102
rubber band	-0.102
jacked up	-0.102
gay people	-0.102
look after	-0.104
no disgust	-0.104
ice coffee	-0.104
tended to	-0.104
account name	-0.104
cold one	-0.104
dictionary definition	-0.104
potty training	-0.104
chicken wings	-0.104
surrender to	-0.104
technical foul	-0.104
cold shoulder	-0.104
break in	-0.104
link up	-0.104
wave back	-0.104
ever after	-0.104
press corps	-0.104
day camp	-0.104
ice maker	-0.104
god awful	-0.104
have it	-0.104
gay male	-0.104
phase me	-0.104
alter ego	-0.104
self destruct	-0.104
stuff it	-0.104
garbage bag	-0.104
hear out	-0.104
touch for	-0.104
long distance	-0.104
close up	-0.104
medium term	-0.104
and all	-0.104
had enough	-0.104
pajama pants	-0.104
hocus pocus	-0.104
beat down	-0.104
buyer beware	-0.104
number two	-0.104
hazmat suit	-0.104
just then	-0.104
dog fight	-0.104
dark horse	-0.104
second base	-0.104
put forth	-0.104
bathing suit	-0.104
bear fruit	-0.104
old friend	-0.104
small fortune	-0.104
blue devils	-0.104
to date	-0.104
clinical trial	-0.104
under duress	-0.104
half time	-0.104
serve up	-0.104
pray tell	-0.104
far from	-0.104
pass around	-0.104
tip jar	-0.104
no smoking	-0.104
zero sum	-0.104
answer for	-0.104
arm up	-0.104
mass murder	-0.104
by myself	-0.104
beyond me	-0.104
without doubt	-0.104
time capsule	-0.104
filter in	-0.104
file for	-0.104
instead of	-0.104
for kicks	-0.104
grind up	-0.104
pizza place	-0.104
boot up	-0.104
cerebral palsy	-0.104
baby father	-0.104
in use	-0.104
count towards	-0.104
be onto	-0.104
nursing school	-0.104
bus lane	-0.104
buy back	-0.104
pump out	-0.104
sour grapes	-0.104
drift off	-0.104
rife with	-0.104
sign out	-0.104
web site	-0.104
cutting board	-0.105
head home	-0.106
odd one	-0.106
taken over	-0.106
black belt	-0.106
no problem	-0.108
dawn on	-0.108
chip cookie	-0.108
taken in	-0.108
take offense	-0.108
tory party	-0.108
rice pudding	-0.108
pollen count	-0.108
kick out	-0.108
second home	-0.108
hurry up	-0.108
sick joke	-0.108
greek alphabet	-0.108
peppermint oil	-0.108
paid out	-0.108
come as	-0.108
holy ghost	-0.108
drive off	-0.108
gaping hole	-0.108
on parole	-0.108
cream soda	-0.108
penalty kick	-0.108
illegal immigrant	-0.108
zero tolerance	-0.108
say what	-0.108
have reason	-0.108
spend on	-0.108
coconut water	-0.108
at peace	-0.108
rye bread	-0.108
gearing up	-0.108
thought out	-0.108
chicken sandwich	-0.108
single file	-0.108
parking garage	-0.108
sit up	-0.108
life insurance	-0.108
blow over	-0.108
take advice	-0.108
fortune cookie	-0.108
water pressure	-0.108
funny bone	-0.108
beach ball	-0.108
case of	-0.108
vietnam war	-0.108
do so	-0.108
speed bump	-0.108
set against	-0.108
bay area	-0.108
get in	-0.108
garbage truck	-0.108
one side	-0.108
hand up	-0.108
i figure	-0.108
birth rate	-0.108
before hand	-0.108
take to	-0.108
start back	-0.108
hear about	-0.108
red flag	-0.108
do by	-0.108
hair dresser	-0.108
ring with	-0.108
leaf blower	-0.108
pound sand	-0.108
deep end	-0.108
more so	-0.108
hiking boot	-0.108
money hungry	-0.108
bask in	-0.108
cake walk	-0.108
gay rights	-0.108
baby sitter	-0.108
beat to	-0.108
hot rod	-0.108
wine bottle	-0.108
hot seat	-0.108
stand in	-0.108
boat load	-0.108
chicken coop	-0.108
flat cap	-0.108
penalty shot	-0.108
joke around	-0.108
opposite sex	-0.108
fend off	-0.108
pole dancing	-0.108
sail away	-0.108
inner circle	-0.110
slight anticipation	-0.110
traffic light	-0.110
orange juice	-0.110
sweet on	-0.112
long face	-0.112
black tie	-0.112
touch on	-0.112
bar none	-0.112
flood in	-0.112
strip away	-0.112
gym rat	-0.112
mass grave	-0.112
how come	-0.112
on average	-0.112
sun belt	-0.112
get there	-0.112
choo choo	-0.112
one third	-0.112
bucket list	-0.112
shake up	-0.112
try out	-0.112
bitter end	-0.112
drinking age	-0.112
slow dance	-0.112
for ever	-0.112
at it	-0.112
dotted line	-0.112
ask to	-0.112
will not	-0.112
quite a	-0.112
tree branch	-0.112
wait in	-0.112
skinny jeans	-0.112
video card	-0.112
not negative	-0.112
go hungry	-0.112
match play	-0.112
drive away	-0.112
mark as	-0.112
gummy bear	-0.112
and counting	-0.112
closing time	-0.112
assuming that	-0.112
as from	-0.112
baggage claim	-0.112
pillow talk	-0.112
laser beam	-0.112
haunted house	-0.112
such that	-0.112
hot topic	-0.112
paper trail	-0.112
old school	-0.112
full term	-0.112
get past	-0.112
baking soda	-0.112
mashed potatoes	-0.114
tough times	-0.114
class struggle	-0.116
du jour	-0.116
step out	-0.116
sneaking suspicion	-0.116
nicotine addiction	-0.116
living room	-0.116
snail mail	-0.116
hair mask	-0.116
by night	-0.116
chemical peel	-0.116
chili dog	-0.116
as usual	-0.116
loosen up	-0.116
spare room	-0.116
fire back	-0.116
fixer upper	-0.116
fall through	-0.116
snow fall	-0.116
flat out	-0.116
no wonder	-0.118
black box	-0.118
second cousin	-0.118
black beans	-0.118
sight of	-0.120
regular guy	-0.120
wreak havoc	-0.120
glass door	-0.120
go under	-0.120
leave for	-0.120
dog on	-0.120
book on	-0.120
wisdom teeth	-0.120
signed off	-0.120
mobile home	-0.120
pap smear	-0.120
deal in	-0.120
morning after	-0.122
high risk	-0.122
a further	-0.122
in passing	-0.122
en masse	-0.122
cherry bomb	-0.124
lighten up	-0.124
guest room	-0.124
pull on	-0.124
thanks to	-0.124
handing over	-0.124
let go	-0.124
in with	-0.124
palm oil	-0.124
pertaining to	-0.124
peace sign	-0.124
stop light	-0.124
sunday school	-0.124
there are	-0.124
chances are	-0.124
little people	-0.124
shut up	-0.124
black ice	-0.124
look alike	-0.124
temper tantrum	-0.124
class war	-0.124
out front	-0.124
put towards	-0.124
big issue	-0.124
sit around	-0.124
hunger strike	-0.124
exit strategy	-0.124
first half	-0.124
held that	-0.124
coffee pot	-0.124
get used	-0.124
drive down	-0.124
fine dining	-0.124
bloody nose	-0.124
fictional character	-0.128
dark meat	-0.128
retirement plan	-0.130
toll road	-0.130
pouring rain	-0.130
alley oop	-0.130
until now	-0.130
past decade	-0.130
move out	-0.130
open ended	-0.130
hump day	-0.130
on tour	-0.130
hearing aid	-0.130
corporate welfare	-0.130
inferior to	-0.130
before long	-0.130
read out	-0.130
back pack	-0.130
button up	-0.130
bust out	-0.130
a heel	-0.130
cozy up	-0.130
settle for	-0.130
narrow down	-0.130
get older	-0.130
indulge in	-0.130
mason jar	-0.130
come close	-0.130
play about	-0.130
push in	-0.130
the like	-0.130
beyond repair	-0.130
play out	-0.130
kick it	-0.130
face mask	-0.130
school kid	-0.130
dark chocolate	-0.130
dutch oven	-0.130
make off	-0.130
time bomb	-0.130
level out	-0.130
white shirt	-0.130
once again	-0.130
hook in	-0.130
solar panel	-0.130
bubble with	-0.130
half day	-0.130
iced tea	-0.130
the pill	-0.130
on to	-0.130
here goes	-0.130
close proximity	-0.130
stick by	-0.130
baby clothes	-0.130
burn out	-0.130
stick out	-0.130
bug spray	-0.130
lock in	-0.130
rallying cry	-0.130
sold on	-0.130
roll around	-0.132
any longer	-0.132
sleeping bag	-0.132
onto something	-0.132
sticky note	-0.132
seeing that	-0.132
look back	-0.134
hiding place	-0.134
corner store	-0.134
buy food	-0.134
trial run	-0.134
in store	-0.134
knock over	-0.134
bread pudding	-0.134
pertain to	-0.134
outta sight	-0.134
red deer	-0.134
type in	-0.134
go back	-0.134
come under	-0.134
slave trade	-0.134
spring for	-0.134
all that	-0.134
bathroom stall	-0.134
long shot	-0.134
parking lot	-0.134
gas light	-0.134
pay rate	-0.134
come back	-0.134
dance off	-0.134
cold weather	-0.134
far fetched	-0.134
cream pie	-0.134
lead to	-0.134
stand by	-0.134
free time	-0.134
screw it	-0.134
pile in	-0.134
sweat out	-0.134
apart from	-0.134
go downtown	-0.134
on trial	-0.134
body image	-0.134
passion fruit	-0.134
vote out	-0.134
diet soda	-0.134
cranberry sauce	-0.134
be like	-0.134
break through	-0.134
hang on	-0.134
double as	-0.134
cuss out	-0.134
pro am	-0.134
rock bottom	-0.134
guess what	-0.134
cost you	-0.134
cinnamon roll	-0.134
food prices	-0.134
common misconception	-0.134
pay down	-0.134
cap off	-0.134
you guys	-0.134
leg out	-0.134
lunch time	-0.134
ice cube	-0.134
white paper	-0.134
heard of	-0.134
sharp cheddar	-0.134
step into	-0.134
me three	-0.134
show over	-0.134
like new	-0.134
add up	-0.134
the can	-0.134
bright red	-0.134
reach out	-0.134
original sin	-0.134
cheese fries	-0.134
primary school	-0.134
role player	-0.134
just about	-0.134
hold out	-0.134
close quarters	-0.134
turn over	-0.134
toxic waste	-0.134
toy with	-0.134
pass as	-0.134
hang around	-0.134
cinnamon bun	-0.134
ticket holder	-0.134
fond of	-0.134
tax avoidance	-0.134
third world	-0.134
heart rate	-0.134
voter turnout	-0.134
kick butt	-0.134
hold on	-0.134
click bait	-0.134
folding chair	-0.134
sliced bread	-0.134
show up	-0.134
change about	-0.134
polar bear	-0.134
quite right	-0.134
butt in	-0.134
at once	-0.134
roof over	-0.134
red onion	-0.136
pissing contest	-0.136
high heels	-0.136
all blacks	-0.136
long day	-0.136
prop up	-0.138
miso soup	-0.138
hard stuff	-0.138
last call	-0.138
me time	-0.138
draw from	-0.138
beer can	-0.138
risk taker	-0.138
the case	-0.138
sweet pea	-0.138
art deco	-0.138
take down	-0.138
freezing temperatures	-0.138
motor oil	-0.138
wrecking ball	-0.138
far south	-0.138
hold with	-0.138
gluten free	-0.138
chewing gum	-0.138
drag race	-0.138
back office	-0.138
have cause	-0.138
phone back	-0.138
serial number	-0.138
by now	-0.138
bone marrow	-0.138
jump off	-0.138
sound asleep	-0.138
feed back	-0.138
backed by	-0.138
desk job	-0.138
ad hoc	-0.138
in part	-0.138
family leave	-0.138
room service	-0.138
even then	-0.138
air filter	-0.138
time outs	-0.138
mini fridge	-0.138
shoe store	-0.138
leg work	-0.138
none the	-0.138
economic crisis	-0.138
fruit cake	-0.138
compare to	-0.138
pop over	-0.138
go in	-0.138
soak up	-0.138
check back	-0.138
candy cane	-0.138
heavy breathing	-0.138
soy milk	-0.138
small change	-0.138
heart wrenching	-0.138
pool table	-0.138
a peach	-0.138
have over	-0.138
look in	-0.138
look at	-0.138
bath water	-0.138
cool air	-0.138
the crunch	-0.138
thrift store	-0.138
flip phone	-0.138
look to	-0.138
middle school	-0.138
in darkness	-0.138
hold water	-0.138
night light	-0.138
sorely needed	-0.138
get into	-0.138
gong show	-0.138
brown paper	-0.138
check that	-0.138
bed in	-0.138
all too	-0.138
shopping cart	-0.138
like water	-0.138
revert to	-0.138
in vogue	-0.138
lima beans	-0.138
morning sickness	-0.138
blast off	-0.138
you all	-0.138
wound up	-0.138
common cold	-0.138
blow it	-0.138
one up	-0.138
soft tissue	-0.138
round table	-0.138
white noise	-0.138
roll in	-0.138
be in	-0.138
question mark	-0.138
thrift shop	-0.138
pulled pork	-0.138
need to	-0.138
simmer down	-0.138
crime story	-0.138
black knight	-0.138
ward off	-0.138
leave on	-0.138
vhs tape	-0.138
in town	-0.140
full face	-0.140
cheese sauce	-0.140
root beer	-0.141
coconut milk	-0.142
time being	-0.142
hiking boots	-0.142
lie detector	-0.142
crazy for	-0.142
weigh in	-0.142
choke hold	-0.142
far north	-0.142
time in	-0.142
name calling	-0.142
child care	-0.142
bang out	-0.142
tuna salad	-0.142
pass along	-0.142
copy in	-0.142
clock on	-0.142
come with	-0.142
shoot back	-0.142
blow away	-0.142
play back	-0.142
rip on	-0.142
hard copy	-0.142
squeeze into	-0.142
blue dress	-0.142
brief time	-0.142
per capita	-0.142
visually impaired	-0.142
nose up	-0.142
throw up	-0.142
the former	-0.142
second hand	-0.142
stack overflow	-0.142
half price	-0.142
all ears	-0.142
down under	-0.142
burst into	-0.142
take that	-0.142
dig in	-0.142
garbage bin	-0.142
potato chip	-0.142
funny stuff	-0.142
mosh pit	-0.142
butter tart	-0.142
spider web	-0.142
turn against	-0.142
let in	-0.142
heat exhaustion	-0.142
rear end	-0.142
consolation prize	-0.142
afternoon tea	-0.142
criminal activities	-0.142
provide for	-0.142
one another	-0.142
baby boomer	-0.142
collar bone	-0.142
milk carton	-0.142
pick off	-0.142
a kickback	-0.142
litter box	-0.142
notwithstanding clause	-0.142
brush up	-0.142
dump on	-0.142
run with	-0.142
rain shower	-0.142
amateur hour	-0.142
passing away	-0.142
tee shirt	-0.142
body count	-0.142
hand out	-0.142
lady bug	-0.146
far west	-0.146
star fruit	-0.146
tractor trailer	-0.148
back order	-0.148
tax return	-0.148
ye olde	-0.148
potty mouth	-0.148
part with	-0.148
toughen up	-0.148
hate crime	-0.148
clean house	-0.148
hit list	-0.148
going under	-0.148
peer reviewed	-0.148
hands up	-0.148
buy from	-0.148
you see	-0.148
lime green	-0.148
deal with	-0.148
inside joke	-0.148
dish soap	-0.148
dash cam	-0.148
chime in	-0.148
bean bag	-0.148
name after	-0.148
pork belly	-0.148
flip over	-0.148
knee jerk	-0.148
cum laude	-0.148
calculated risk	-0.148
game store	-0.148
past month	-0.148
door knob	-0.148
close to	-0.148
shape up	-0.148
cheese dip	-0.148
cardboard box	-0.148
stomp on	-0.148
pandora's box	-0.148
those who	-0.148
minor in	-0.148
fur coat	-0.148
walk over	-0.148
tag on	-0.148
green pepper	-0.150
potato salad	-0.150
same old	-0.150
stay out	-0.150
at one	-0.152
lord knows	-0.152
unheard of	-0.152
instant coffee	-0.152
trailer trash	-0.152
pass off	-0.154
kicking around	-0.154
back porch	-0.154
wrong doing	-0.154
stress test	-0.154
snowed in	-0.154
settle on	-0.154
sounds like	-0.154
double dip	-0.154
brain teaser	-0.154
pick at	-0.154
prank call	-0.154
fall into	-0.154
date from	-0.154
eye opener	-0.154
nanny state	-0.154
my my	-0.154
in common	-0.154
long winded	-0.154
fiddle with	-0.154
paper bag	-0.154
sit through	-0.156
toilet bowl	-0.156
sort through	-0.156
drawn out	-0.156
put it	-0.156
shoulder pads	-0.156
hot toddy	-0.156
map out	-0.156
night owl	-0.156
get help	-0.156
sixth grade	-0.156
went wild	-0.156
march madness	-0.156
frontal lobe	-0.156
play along	-0.156
black bean	-0.156
stuff up	-0.156
oh my	-0.156
belly laugh	-0.156
tape measure	-0.157
born again	-0.158
raising hell	-0.160
all fours	-0.160
off base	-0.160
tie up	-0.160
green bin	-0.160
fat person	-0.160
a few	-0.160
little head	-0.160
beer garden	-0.160
further away	-0.160
rainbow flag	-0.160
one sided	-0.160
wine cooler	-0.160
pattern on	-0.162
shoot up	-0.162
crap on	-0.162
bear hug	-0.162
short ribs	-0.162
in season	-0.162
sweat it	-0.162
stove top	-0.162
egg on	-0.162
cassette tape	-0.162
call time	-0.162
armed robbery	-0.162
waffle fries	-0.162
play date	-0.162
squat rack	-0.162
what gives	-0.162
play down	-0.162
time lapse	-0.162
grass roots	-0.162
found to	-0.162
black tea	-0.162
all gone	-0.162
run into	-0.162
death certificate	-0.162
geek out	-0.162
almond milk	-0.162
taxi squad	-0.162
but then	-0.162
tie to	-0.162
mix up	-0.162
paying back	-0.162
tip off	-0.162
carbon monoxide	-0.162
slip up	-0.162
ad libs	-0.162
stick at	-0.162
root canal	-0.162
false start	-0.162
lawn sign	-0.162
crave for	-0.162
duffel bag	-0.162
answer to	-0.162
delivery date	-0.162
breathing room	-0.162
fun size	-0.162
separate from	-0.162
new moon	-0.162
heart surgery	-0.162
take precedence	-0.162
take for	-0.162
small caps	-0.162
plead guilty	-0.162
feel for	-0.162
see things	-0.162
something smells	-0.162
book review	-0.164
bubble wrap	-0.166
reckon with	-0.166
force in	-0.166
want from	-0.166
sweetie pie	-0.166
facial hair	-0.166
come about	-0.166
epsom salt	-0.166
deal breaker	-0.166
try for	-0.166
oodles of	-0.166
log on	-0.166
baby teeth	-0.166
child support	-0.166
brief moment	-0.166
pot pie	-0.166
night stand	-0.166
berlin wall	-0.166
for fun	-0.166
between jobs	-0.166
bidding war	-0.166
square one	-0.166
go blue	-0.166
all told	-0.166
duvet cover	-0.166
veggie burger	-0.166
normal stuff	-0.166
void of	-0.166
waiting game	-0.166
cider vinegar	-0.166
holy grail	-0.166
price drop	-0.166
set aside	-0.166
poker game	-0.166
herbal tea	-0.166
scratch off	-0.166
blood transfusion	-0.166
good night	-0.166
blond hair	-0.166
crock pot	-0.166
hair style	-0.166
a to-do	-0.166
hoe in	-0.166
root out	-0.166
floppy disk	-0.166
yet again	-0.166
come to	-0.166
penalty box	-0.166
